,situacao-habitacional,distrito,concelho,area-util,tipo-casa,tipologia,ano_nascimento_interval,nacionalidade_pt,rendimento-anual,num-pessoas-nao-dependentes,num-pessoas-dependentes,situacao-profissional,educacao,satisfacao,percentagem-renda-paga,valor-mensal-renda,ano-inicio-arrendamento,rendimento-arrendamento,estrategia-arrendamento,insatisfacao-motivos,valor-compra,ano-compra,estado-conservacao,estrategia-compra,rendimento-liquido-anual-individual-na-compra,rendimento-liquido-anual-conjunto-na-compra,ano-heranca-aquisicao,rendimento-liquido-anual-individual-na-aquisicao,rendimento-heranca-conjunto,estado-conservacao-heranca
395,['comprei'],porto,maia,81-100,['apartamento'],['T2'],"[1990, 1995)",nao_portuguesa,35001-50000,1,0,['desempregada'],mestrado,['satisfeito'],,,,,,"['pago-demasiado', 'financeiramente-dependente']",265000.0,2024.0,raiz,"['emprestimo', 'sem-ajuda', 'conjunto']",35001-50000,35001-50000,,,,
396,['comprei'],porto,gondomar,101-200,['apartamento'],['T2'],"[1995, 2000)",portuguesa,20001-35000,1,1,['empregado-tempo-inteiro'],mestrado,['satisfeito'],,,,,,"['pago-demasiado', 'falta-espaco']",185000.0,2022.0,medio,['emprestimo'],20001-35000,,,,,
397,['arrendo'],lisboa,sintra,61-80,['apartamento'],['T1'],"[1990, 1995)",portuguesa,20001-35000,0,0,['empregado-tempo-inteiro'],licenciatura,['muito-satisfeito'],100,750.0,2023.0,35001-50000,['sem-ajuda'],,,,,,,,,,,
398,['arrendo'],lisboa,odivelas,61-80,['apartamento'],['T2'],"[1970, 1975)",nao_portuguesa,20001-35000,0,2,['empregado-tempo-inteiro'],licenciatura,['indiferente'],100,600.0,2023.0,20001-35000,['sem-ajuda'],['pago-demasiado'],,,,,,,,,,
399,['arrendo'],porto,porto,81-100,['apartamento'],['T2'],"[1995, 2000)",portuguesa,35001-50000,1,0,['empregado-tempo-inteiro'],mestrado,['satisfeito'],100,850.0,2022.0,20001-35000,['sem-ajuda'],['pago-demasiado'],,,,,,,,,,
400,['comprei'],lisboa,cascais,81-100,['moradia'],['T4+'],"[1980, 1985)",portuguesa,35001-50000,2,2,['empregado-tempo-inteiro'],mestrado,['muito-satisfeito'],,,,,,,402500.0,2021.0,mau,['emprestimo'],35001-50000,,,,,
401,['outrem'],lisboa,cascais,101-200,['moradia'],['T4+'],"[1990, 1995)",portuguesa,20001-35000,0,0,['independente'],mestrado,['indiferente'],,,,,,['quero-independecia'],,,,,,,,,,
402,['arrendo'],porto,porto,101-200,['moradia'],['T3'],"[1985, 1990)",nao_portuguesa,35001-50000,2,0,['desempregada'],licenciatura,['insatisfeito'],30,484.0,2024.0,35001-50000,"['sem-ajuda', 'sub-arrendar-parte-habitacao']","['pago-demasiado', 'habitacao-mau-estado']",,,,,,,,,,
403,['comprei'],porto,porto,101-200,['apartamento'],['T3'],"[1995, 2000)",nao_portuguesa,20001-35000,1,0,['independente'],licenciatura,['muito-satisfeito'],,,,,,,273000.0,2023.0,medio,"['apoio-familiar', 'emprestimo', 'conjunto']",20001-35000,35001-50000,,,,
404,['outrem'],aveiro,santa maria da feira,101-200,['moradia'],['T4+'],"[1985, 1990)",portuguesa,12001-20000,2,0,['contrato-temporario'],mestrado,['insatisfeito'],,,,,,['quero-independecia'],,,,,,,,,,
405,['arrendo'],lisboa,lisboa,61-80,['apartamento'],['T2'],"[1985, 1990)",portuguesa,20001-35000,0,0,['empregado-tempo-inteiro'],mestrado,['satisfeito'],50,500.0,2021.0,20001-35000,['sem-ajuda'],['pago-demasiado'],,,,,,,,,,
406,['arrendo'],porto,porto,41-60,['apartamento'],['T1'],"[1995, 2000)",portuguesa,12001-20000,1,0,['empregado-tempo-inteiro'],mestrado,['insatisfeito'],50,275.0,2022.0,7001-12000,['apoio-familiar-inicio'],"['pago-demasiado', 'dificuldades-financeiras']",,,,,,,,,,
407,['arrendo'],lisboa,loures,['61-80'],['apartamento'],['T2'],"[1960, 1965)",nao_portuguesa,['20001-35000'],0,2,['aposentado'],['mestrado'],['satisfeito'],100,850.0,2021.0,['20001-35000'],['sem-ajuda'],NR,,,,,,,,,,
408,['arrendo'],lisboa,lisboa,['61-80'],['apartamento'],['T3'],"[1995, 2000)",portuguesa,['12001-20000'],1,0,['independente'],['licenciatura'],['satisfeito'],55,650.0,2024.0,['12001-20000'],['sem-ajuda'],['pago-demasiado'],,,,,,,,,,
409,['comprei'],lisboa,cascais,['101-200'],['apartamento'],['T2'],"[1990, 1995)",nao_portuguesa,['50001-80000'],2,1,['independente'],['licenciatura'],['satisfeito'],,,,,,['financeiramente-dependente'],453000.0,2023.0,['bom'],"['emprestimo', 'apoio-familiar']",['50001-80000'],,,,,
410,['arrendo'],lisboa,oeiras,['81-100'],['apartamento'],['T2'],"[1995, 2000)",nao_portuguesa,['>80001'],0,1,['desempregada'],['NA'],['satisfeito'],100,960.0,2022.0,['>80001'],['sem-ajuda'],['outro'],,,,,,,,,,
411,['comprei'],porto,porto,['61-80'],['moradia'],['T2'],"[1970, 1975)",portuguesa,['35001-50000'],0,1,['empregado-tempo-inteiro'],['doutoramento'],['satisfeito'],,,,,,NR,143000.0,2022.0,['execelente'],['emprestimo'],['50001-80000'],,,,,
412,['comprei'],porto,porto,['61-80'],['apartamento'],['T2'],"[1985, 1990)",portuguesa,['12001-20000'],0,1,['empregado-tempo-inteiro'],['mestrado'],['satisfeito'],,,,,,['habitacao-mau-estado'],105000.0,2019.0,['mau'],"['emprestimo', 'apoio-familiar', 'conjunto', 'arrendar-parte-habitacao']",['12001-20000'],['20001-35000'],,,,
413,['outrem'],porto,matosinhos,['61-80'],['apartamento'],['T3'],"[1995, 2000)",portuguesa,['20001-35000'],1,0,['empregado-tempo-inteiro'],['mestrado'],['satisfeito'],,,,,,['outro'],,,,,,,,,,
414,['comprei'],ilha de são miguel,ponta delgada,['101-200'],['moradia'],['T2'],"[1995, 2000)",portuguesa,['20001-35000'],1,0,['empregado-tempo-inteiro'],['mestrado'],['satisfeito'],,,,,,NR,230000.0,2024.0,['bom'],['emprestimo'],['20001-35000'],,,,,
415,['outrem'],lisboa,lisboa,['61-80'],['apartamento'],['T2'],"[1985, 1990)",portuguesa,['50001-80000'],0,0,['independente'],['mestrado'],['indiferente'],,,,,,"['vivo-zona-insegura', 'falta-espaco']",,,,,,,,,,
416,['arrendo'],porto,porto,['41-60'],['apartamento'],['T0'],"[1995, 2000)",portuguesa,['20001-35000'],0,0,['empregado-tempo-inteiro'],['mestrado'],['indiferente'],100,480.0,2022.0,['20001-35000'],['sem-ajuda'],['falta-espaco'],,,,,,,,,,
417,['outrem'],viana do castelo,ponte de lima,['101-200'],['moradia'],['T4+'],"[1985, 1990)",portuguesa,['20001-35000'],3,0,['empregado-tempo-inteiro'],['licenciatura'],['insatisfeito'],,,,,,"['falta-espaco', 'vivo-longe']",,,,,,,,,,
418,['outrem'],leiria,bombarral,['101-200'],['moradia'],['T3'],"[1985, 1990)",portuguesa,['20001-35000'],2,0,['contrato-temporario'],['doutoramento'],['muito-insatisfeito'],,,,,,['vivo-longe'],,,,,,,,,,
419,['arrendo'],porto,vila nova de gaia,['81-100'],['apartamento'],['T3'],"[1990, 1995)",nao_portuguesa,['7001-12000'],2,0,['contrato-temporario'],['licenciatura'],['satisfeito'],35,205.0,2024.0,['7001-12000'],['sem-ajuda'],['vivo-longe-de-transportes'],,,,,,,,,,
420,['arrendo'],porto,porto,['61-80'],['apartamento'],['T3'],"[1960, 1965)",portuguesa,['<7001'],2,0,['desempregada'],['basico'],['muito-insatisfeito'],50,300.0,2005.0,['<7001'],['apoio-familiar-actualmente'],['dificuldades-financeiras'],,,,,,,,,,
421,['arrendo'],porto,porto,['NA'],['apartamento'],['T2'],"[2000, 2005)",portuguesa,['<7001'],0,2,['desempregada'],['licenciatura'],['indiferente'],40,275.0,2020.0,['<7001'],['apoio-familiar-actualmente'],['habitacao-mau-estado'],,,,,,,,,,
422,['arrendo'],porto,porto,['21-40'],['apartamento'],['T1'],"[1995, 2000)",portuguesa,['7001-12000'],1,0,['independente'],['mestrado'],['indiferente'],50,325.0,2022.0,['7001-12000'],['apoio-familiar-inicio'],"['falta-espaco', 'pago-demasiado']",,,,,,,,,,
423,['arrendo'],porto,porto,['21-40'],['apartamento'],['T0'],"[1990, 1995)",nao_portuguesa,['12001-20000'],2,0,['empregado-tempo-inteiro'],['ensino-profissional'],['insatisfeito'],55,250.0,2019.0,['7001-12000'],['apoio-familiar-inicio'],"['falta-espaco', 'pago-demasiado', 'dificuldades-financeiras']",,,,,,,,,,
424,['outrem'],porto,porto,['NA'],['apartamento'],['T3'],"[1990, 1995)",portuguesa,['7001-12000'],3,0,['desempregada'],['NA'],['muito-insatisfeito'],,,,,,['habitacao-mau-estado'],,,,,,,,,,
425,['arrendo'],porto,porto,['21-40'],['apartamento'],['T3'],"[2000, 2005)",portuguesa,['<7001'],3,2,['contrato-temporario'],['licenciatura'],['satisfeito'],25,110.0,2023.0,['<7001'],['apoio-familiar-actualmente'],['habitacao-mau-estado'],,,,,,,,,,
426,['outrem'],lisboa,sintra,['61-80'],['apartamento'],['T1'],"[1990, 1995)",portuguesa,['12001-20000'],1,0,['empregado-tempo-inteiro'],['secundario'],['insatisfeito'],,,,,,"['habitacao-mau-estado', 'pago-demasiado', 'falta-espaco']",,,,,,,,,,
427,['arrendo'],porto,porto,['81-100'],['apartamento'],['T3'],"[1955, 1960)",portuguesa,['<7001'],2,1,['aposentado'],['secundario'],['insatisfeito'],100,417.0,2007.0,['<7001'],['sem-ajuda'],"['habitacao-mau-estado', 'financeiramente-dependente', 'outro']",,,,,,,,,,
428,['arrendo'],porto,matosinhos,['41-60'],['apartamento'],['T1'],"[1980, 1985)",portuguesa,['7001-12000'],0,1,['independente'],['ensino-profissional'],['muito-satisfeito'],100,328.0,2020.0,['7001-12000'],['apoio-social'],,,,,,,,,,,
429,['outrem'],porto,porto,['81-100'],['apartamento'],['T2'],"[1985, 1990)",portuguesa,['12001-20000'],1,2,['empregado-tempo-inteiro'],['licenciatura'],['insatisfeito'],,,,,,"['falta-espaco', 'pago-demasiado', 'dificuldades-financeiras']",,,,,,,,,,
430,['comprei'],porto,vila nova de gaia,['101-200'],['apartamento'],['T3'],"[1975, 1980)",portuguesa,['12001-20000'],0,4,['independente'],['licenciatura'],['satisfeito'],,,,,,['falta-espaco'],115000.0,2010.0,['bom'],"['trabalho-estrangeiro', 'apoio-familiar']",['20001-35000'],,,,,
431,['arrendo'],porto,porto,['101-200'],['apartamento'],['T3'],"[2000, 2005)",portuguesa,['7001-12000'],1,0,"['estudante-tempo-parcial', 'empregado-tempo-inteiro']",['estudo-superior'],['satisfeito'],50,300.0,2024.0,['7001-12000'],['sem-ajuda'],"['vivo-zona-insegura', 'outro']",,,,,,,,,,
432,['comprei'],lisboa,oeiras,['101-200'],['apartamento'],['T3'],"[1990, 1995)",portuguesa,['35001-50000'],1,1,['independente'],['licenciatura'],['muito-satisfeito'],,,,,,,325000.0,2023.0,['execelente'],['emprestimo'],['35001-50000'],,,,,
433,['outrem'],porto,porto,['<20'],['moradia'],['T2'],"[1990, 1995)",portuguesa,['7001-12000'],2,0,['empregado-tempo-inteiro'],['licenciatura'],['insatisfeito'],,,,,,['outro'],,,,,,,,,,
434,['arrendo'],lisboa,lourinhã,['41-60'],['apartamento'],['T2'],"[1990, 1995)",nao_portuguesa,['12001-20000'],0,0,['empregado-tempo-inteiro'],['secundario'],['indiferente'],100,500.0,2023.0,['12001-20000'],['sem-ajuda'],"['vivo-longe-de-transportes', 'vivo-zona-insegura', 'dificuldades-financeiras', 'pago-demasiado', 'outro']",,,,,,,,,,
435,['outrem'],porto,felgueiras,['201-400'],['moradia'],['T3'],"[1995, 2000)",portuguesa,['12001-20000'],3,0,['empregado-tempo-inteiro'],['mestrado'],['satisfeito'],,,,,,"['vivo-longe', 'vivo-longe-de-transportes', 'outro']",,,,,,,,,,
436,['comprei'],porto,gondomar,['201-400'],['moradia'],['T4+'],"[1980, 1985)",portuguesa,['7001-12000'],2,2,"['empregado-tempo-parcial', 'independente']",['mestrado'],['satisfeito'],,,,,,"['vivo-longe', 'pago-demasiado', 'dificuldades-financeiras']",280000.0,2023.0,['execelente'],"['emprestimo', 'apoio-familiar', 'conjunto']",['12001-20000'],['20001-35000'],,,,
437,['comprei'],porto,porto,['81-100'],['apartamento'],['T2'],"[1980, 1985)",portuguesa,['20001-35000'],1,1,"['empregado-tempo-inteiro', 'independente']",['mestrado'],['satisfeito'],,,,,,['falta-espaco'],250000.0,2019.0,['bom'],['emprestimo'],['20001-35000'],,,,,
438,['arrendo'],porto,gondomar,['41-60'],['apartamento'],['T3'],"[1995, 2000)",portuguesa,['<7001'],0,0,['empregado-tempo-inteiro'],['mestrado'],['insatisfeito'],100,400.0,2020.0,['<7001'],['sem-ajuda'],['habitacao-mau-estado'],,,,,,,,,,
439,['arrendo'],porto,porto,['21-40'],['apartamento'],['T1'],"[1995, 2000)",portuguesa,['20001-35000'],1,0,['empregado-tempo-inteiro'],['mestrado'],['indiferente'],50,338.0,2022.0,['7001-12000'],['sem-ajuda'],"['falta-espaco', 'pago-demasiado']",,,,,,,,,,
440,['outrem'],viana do castelo,viana do castelo,['NA'],['apartamento'],['T3'],"[2000, 2005)",portuguesa,['<7001'],3,3,['desempregada'],['basico'],['insatisfeito'],,,,,,['falta-espaco'],,,,,,,,,,
441,['arrendo'],porto,gondomar,['61-80'],['apartamento'],['T2'],"[1995, 2000)",nao_portuguesa,['12001-20000'],1,0,['empregado-tempo-inteiro'],['licenciatura'],['insatisfeito'],50,850.0,2024.0,['12001-20000'],['sem-ajuda'],['vivo-longe'],,,,,,,,,,
442,['outrem'],porto,amarante,['61-80'],['moradia'],['T3'],"[1995, 2000)",portuguesa,['12001-20000'],2,0,['empregado-tempo-inteiro'],['mestrado'],['indiferente'],,,,,,['vivo-longe'],,,,,,,,,,
443,['arrendo'],porto,porto,['<20'],['moradia'],['T4+'],"[1990, 1995)",portuguesa,['20001-35000'],2,3,['desempregada'],['mestrado'],['satisfeito'],100,270.0,2021.0,['20001-35000'],['sem-ajuda'],['outro'],,,,,,,,,,
444,['arrendo'],ilha de são miguel,ponta delgada,['NA'],['moradia'],['T1'],"[1995, 2000)",portuguesa,['12001-20000'],2,1,['estudante-tempo-integral'],['licenciatura'],['satisfeito'],100,600.0,2024.0,['12001-20000'],['sem-ajuda'],['outro'],,,,,,,,,,
445,['comprei'],lisboa,sintra,['101-200'],['moradia'],['T4+'],"[1965, 1970)",portuguesa,['12001-20000'],1,1,"['independente', 'aposentado']",['estudo-superior'],['muito-satisfeito'],,,,,,,250000.0,2010.0,['raiz'],['emprestimo'],['7001-12000'],,,,,
446,['comprei'],lisboa,lisboa,['61-80'],['apartamento'],['T2'],"[1995, 2000)",portuguesa,['50001-80000'],1,0,['empregado-tempo-inteiro'],['mestrado'],['satisfeito'],,,,,,NR,337500.0,2024.0,['execelente'],"['emprestimo', 'arrendar-parte-habitacao']",['50001-80000'],,,,,
447,['outrem'],lisboa,odivelas,['101-200'],['moradia'],['T3'],"[2000, 2005)",portuguesa,['20001-35000'],2,2,['empregado-tempo-inteiro'],['licenciatura'],['indiferente'],,,,,,['financeiramente-dependente'],,,,,,,,,,
448,['comprei'],aveiro,águeda,['<20'],['apartamento'],['T0'],"[2000, 2005)",nao_portuguesa,['<7001'],0,0,['independente'],['basico'],['muito-satisfeito'],,,,,,,11.0,2023.0,['raiz'],['sem-ajuda'],['<7001'],,,,,
449,['outrem'],setúbal,almada,['NA'],['apartamento'],['T3'],"[2000, 2005)",portuguesa,['12001-20000'],0,2,['empregado-tempo-inteiro'],['licenciatura'],['muito-insatisfeito'],,,,,,"['financeiramente-dependente', 'vivo-longe', 'falta-espaco', 'vivo-longe-de-transportes', 'outro']",,,,,,,,,,
450,['outrem'],coimbra,góis,['101-200'],['moradia'],['T3'],"[1980, 1985)",portuguesa,['20001-35000'],2,0,['empregado-tempo-inteiro'],['mestrado'],['indiferente'],,,,,,"['vivo-longe-de-transportes', 'vivo-longe', 'outro']",,,,,,,,,,
451,['comprei'],lisboa,lisboa,['81-100'],['apartamento'],['T2'],"[1990, 1995)",portuguesa,['20001-35000'],1,0,['empregado-tempo-inteiro'],['mestrado'],['satisfeito'],,,,,,['falta-espaco'],195000.0,2017.0,['bom'],"['emprestimo', 'apoio-familiar']",['12001-20000'],,,,,
452,['arrendo'],lisboa,lisboa,['21-40'],['apartamento'],['T2'],"[1995, 2000)",portuguesa,['20001-35000'],1,0,['empregado-tempo-inteiro'],['mestrado'],['indiferente'],50,400.0,2023.0,['20001-35000'],['sem-ajuda'],"['partilho-casa-com-desconhecidos', 'pago-demasiado']",,,,,,,,,,
453,['comprei'],aveiro,ovar,['101-200'],['moradia'],['T4+'],"[1970, 1975)",portuguesa,['35001-50000'],3,0,['independente'],['mestrado'],['satisfeito'],,,,,,NR,300000.0,2007.0,['raiz'],['sem-ajuda'],['35001-50000'],,,,,
454,['comprei'],aveiro,arouca,['101-200'],['moradia'],['T3'],"[1960, 1965)",portuguesa,['<7001'],1,0,['outro'],['basico'],['indiferente'],,,,,,['outro'],22500.0,1998.0,['mau'],['trabalho-estrangeiro'],['7001-12000'],,,,,
455,['outrem'],lisboa,torres vedras,['101-200'],['moradia'],['T4+'],"[1990, 1995)",portuguesa,['35001-50000'],1,0,['empregado-tempo-inteiro'],['mestrado'],['satisfeito'],,,,,,['vivo-longe'],,,,,,,,,,
456,['outrem'],porto,marco de canaveses,['41-60'],['apartamento'],['T3'],"[2000, 2005)",portuguesa,['12001-20000'],2,2,['estudante-tempo-integral'],['licenciatura'],['indiferente'],,,,,,NR,,,,,,,,,,
457,['arrendo'],porto,porto,['61-80'],['apartamento'],['T1'],"[1995, 2000)",portuguesa,['20001-35000'],0,0,['empregado-tempo-inteiro'],['mestrado'],['satisfeito'],45,225.0,2023.0,['20001-35000'],['apoio-social'],['outro'],,,,,,,,,,
458,['arrendo'],porto,matosinhos,['21-40'],['apartamento'],['T0'],"[1990, 1995)",portuguesa,['20001-35000'],0,0,['empregado-tempo-inteiro'],['mestrado'],['satisfeito'],100,800.0,2022.0,['20001-35000'],['sem-ajuda'],NR,,,,,,,,,,
459,['comprei'],lisboa,cascais,['81-100'],['apartamento'],['T3'],"[1995, 2000)",portuguesa,['20001-35000'],1,0,['empregado-tempo-inteiro'],['doutoramento'],['muito-satisfeito'],,,,,,,260000.0,2021.0,['medio'],"['emprestimo', 'conjunto']",['12001-20000'],['20001-35000'],,,,
460,['herdei'],lisboa,vila franca de xira,['101-200'],['apartamento'],['T3'],"[1995, 2000)",portuguesa,['20001-35000'],0,0,['empregado-tempo-inteiro'],['mestrado'],['muito-satisfeito'],,,,,,,,,,,,,2024.0,['20001-35000'],['20001-35000'],['medio']
461,['outrem'],setúbal,almada,['101-200'],['apartamento'],['T3'],"[1995, 2000)",portuguesa,['12001-20000'],2,1,['contrato-temporario'],['mestrado'],['insatisfeito'],,,,,,NR,,,,,,,,,,
462,['outrem'],porto,maia,['NA'],['moradia'],['T4+'],"[1995, 2000)",portuguesa,['20001-35000'],3,0,['empregado-tempo-inteiro'],['mestrado'],['insatisfeito'],,,,,,['outro'],,,,,,,,,,
463,['arrendo'],lisboa,lisboa,['41-60'],['apartamento'],['T1'],"[1985, 1990)",nao_portuguesa,['7001-12000'],2,2,['independente'],['mestrado'],['indiferente'],50,350.0,2021.0,['7001-12000'],['apoio-familiar-inicio'],['pago-demasiado'],,,,,,,,,,
464,['comprei'],porto,baião,['61-80'],['moradia'],['T3'],"[1985, 1990)",nao_portuguesa,['35001-50000'],1,2,['empregado-tempo-inteiro'],['doutoramento'],['satisfeito'],,,,,,"['vivo-longe', 'habitacao-mau-estado', 'vivo-longe-de-transportes']",100000.0,2021.0,['medio'],"['apoio-familiar', 'trabalho-estrangeiro', 'conjunto']",['12001-20000'],['12001-20000'],,,,
465,['comprei'],aveiro,oliveira do bairro,['41-60'],['apartamento'],['T2'],"[1995, 2000)",portuguesa,['20001-35000'],1,0,['empregado-tempo-inteiro'],['mestrado'],['satisfeito'],,,,,,['outro'],150000.0,2024.0,['execelente'],['emprestimo'],['20001-35000'],,,,,
466,['outrem'],lisboa,arruda dos vinhos,['101-200'],['moradia'],['T4+'],"[1995, 2000)",portuguesa,['<7001'],2,1,"['empregado-tempo-parcial', 'estudante-tempo-parcial']",['licenciatura'],['muito-satisfeito'],,,,,,,,,,,,,,,,
467,['comprei'],aveiro,arouca,['101-200'],['moradia'],['T3'],"[1980, 1985)",portuguesa,['12001-20000'],0,2,['empregado-tempo-inteiro'],['basico'],['satisfeito'],,,,,,['pago-demasiado'],161.0,2022.0,['bom'],['emprestimo'],['12001-20000'],,,,,
468,['comprei'],aveiro,arouca,['NA'],['moradia'],['T4+'],"[1980, 1985)",portuguesa,['<7001'],1,4,['independente'],['secundario'],['muito-satisfeito'],,,,,,,145.0,2009.0,['raiz'],['emprestimo'],['<7001'],,,,,
469,['arrendo'],lisboa,lisboa,['61-80'],['apartamento'],['T1'],"[1995, 2000)",portuguesa,['35001-50000'],1,0,['empregado-tempo-inteiro'],['mestrado'],['muito-satisfeito'],50,425.0,2022.0,['20001-35000'],['sem-ajuda'],,,,,,,,,,,
470,['outrem'],lisboa,sintra,['101-200'],['apartamento'],['T4+'],"[1990, 1995)",portuguesa,['20001-35000'],0,0,['empregado-tempo-inteiro'],['licenciatura'],['insatisfeito'],,,,,,NR,,,,,,,,,,
471,['comprei'],beja,odemira,['101-200'],['moradia'],['T4+'],"[1980, 1985)",portuguesa,['50001-80000'],1,2,['empregado-tempo-inteiro'],['mestrado'],['satisfeito'],,,,,,"['falta-espaco', 'pago-demasiado']",190000.0,2019.0,['bom'],"['emprestimo', 'conjunto']",['35001-50000'],['>80001'],,,,
472,['comprei'],setúbal,barreiro,['101-200'],['apartamento'],['T3'],"[1995, 2000)",portuguesa,['35001-50000'],1,0,['empregado-tempo-inteiro'],['mestrado'],['satisfeito'],,,,,,NR,195000.0,2023.0,['execelente'],['emprestimo'],['20001-35000'],,,,,
473,['comprei'],lisboa,lisboa,['41-60'],['apartamento'],['T1'],"[1975, 1980)",portuguesa,['7001-12000'],1,0,['independente'],['licenciatura'],['insatisfeito'],,,,,,NR,75000.0,2003.0,['raiz'],"['emprestimo', 'apoio-familiar']",['<7001'],,,,,
474,['outrem'],porto,matosinhos,['201-400'],['moradia'],['T3'],"[1995, 2000)",portuguesa,['<7001'],3,0,['independente'],['mestrado'],['insatisfeito'],,,,,,['financeiramente-dependente'],,,,,,,,,,
475,['arrendo'],lisboa,cascais,['41-60'],['apartamento'],['T2'],"[1990, 1995)",portuguesa,['20001-35000'],1,0,['empregado-tempo-inteiro'],['mestrado'],['indiferente'],60,400.0,2021.0,['12001-20000'],['sem-ajuda'],NR,,,,,,,,,,
476,['arrendo'],porto,maia,['NA'],['apartamento'],['T3'],"[1995, 2000)",portuguesa,['20001-35000'],1,0,['empregado-tempo-inteiro'],['mestrado'],['muito-satisfeito'],50,300.0,2023.0,['12001-20000'],['sem-ajuda'],,,,,,,,,,,
477,['comprei'],braga,braga,['201-400'],['moradia'],['T3'],"[1990, 1995)",portuguesa,['35001-50000'],1,0,['empregado-tempo-inteiro'],['licenciatura'],['muito-satisfeito'],,,,,,,310000.0,2024.0,['raiz'],"['emprestimo', 'conjunto']",['35001-50000'],['50001-80000'],,,,
478,['arrendo'],porto,santo tirso,['81-100'],['apartamento'],['T2'],"[1975, 1980)",portuguesa,['35001-50000'],1,1,['empregado-tempo-inteiro'],['licenciatura'],['muito-insatisfeito'],100,400.0,2012.0,['12001-20000'],['sem-ajuda'],"['falta-espaco', 'vivo-zona-insegura', 'habitacao-mau-estado']",,,,,,,,,,
479,['comprei'],porto,trofa,['81-100'],['apartamento'],['T2'],"[1990, 1995)",portuguesa,['20001-35000'],1,2,['empregado-tempo-inteiro'],['mestrado'],['muito-insatisfeito'],,,,,,"['falta-espaco', 'habitacao-mau-estado']",86000.0,2010.0,['mau'],['investimento'],['12001-20000'],,,,,
480,['outrem'],lisboa,alenquer,['81-100'],['apartamento'],['T3'],"[1995, 2000)",portuguesa,['20001-35000'],3,0,['empregado-tempo-inteiro'],['doutoramento'],['insatisfeito'],,,,,,"['vivo-longe-de-transportes', 'vivo-longe']",,,,,,,,,,
481,['comprei'],porto,porto,['61-80'],['apartamento'],['T2'],"[1995, 2000)",portuguesa,['20001-35000'],1,0,['empregado-tempo-inteiro'],['mestrado'],['satisfeito'],,,,,,['habitacao-mau-estado'],200000.0,2021.0,['bom'],"['emprestimo', 'conjunto']",['12001-20000'],['20001-35000'],,,,
482,['arrendo'],porto,porto,['41-60'],['apartamento'],['T1'],"[1995, 2000)",portuguesa,['20001-35000'],0,0,['independente'],['mestrado'],['satisfeito'],100,600.0,2018.0,['7001-12000'],['sem-ajuda'],['falta-espaco'],,,,,,,,,,
483,['comprei'],braga,vila nova de famalicão,['101-200'],['moradia'],['T3'],"[1965, 1970)",nao_portuguesa,['12001-20000'],1,0,['empregado-tempo-inteiro'],['secundario'],['muito-satisfeito'],,,,,,,170000.0,2005.0,['raiz'],['emprestimo'],['NA'],,,,,
484,['outrem'],lisboa,lisboa,['101-200'],['moradia'],['T3'],"[2000, 2005)",portuguesa,['12001-20000'],2,1,['empregado-tempo-inteiro'],['estudo-superior'],['satisfeito'],,,,,,"['vivo-longe', 'habitacao-mau-estado', 'financeiramente-dependente']",,,,,,,,,,
485,['comprei'],porto,vila nova de gaia,['81-100'],['apartamento'],['T2'],"[1980, 1985)",portuguesa,['12001-20000'],1,0,['empregado-tempo-inteiro'],['licenciatura'],['satisfeito'],,,,,,NR,83700.0,2007.0,['bom'],['emprestimo'],['7001-12000'],,,,,
486,['arrendo'],lisboa,lisboa,['41-60'],['apartamento'],['T2'],"[1995, 2000)",portuguesa,['20001-35000'],1,1,['empregado-tempo-inteiro'],['mestrado'],['satisfeito'],80,640.0,2021.0,['12001-20000'],['apoio-familiar-actualmente'],NR,,,,,,,,,,
487,['arrendo'],lisboa,lisboa,['41-60'],['apartamento'],['T2'],"[1995, 2000)",portuguesa,['<7001'],1,0,['estudante-tempo-integral'],['licenciatura'],['muito-satisfeito'],30,245.0,2021.0,['<7001'],['apoio-familiar-actualmente'],,,,,,,,,,,
488,['comprei'],porto,matosinhos,['101-200'],['apartamento'],['T3'],"[1990, 1995)",portuguesa,['20001-35000'],1,0,['empregado-tempo-inteiro'],['mestrado'],['muito-satisfeito'],,,,,,,420000.0,2023.0,['raiz'],['emprestimo'],['20001-35000'],,,,,
489,['comprei'],porto,maia,['81-100'],['apartamento'],['T2'],"[1985, 1990)",portuguesa,['35001-50000'],2,0,['empregado-tempo-inteiro'],['mestrado'],['satisfeito'],,,,,,"['falta-espaco', 'pago-demasiado']",225000.0,2021.0,['raiz'],['emprestimo'],['35001-50000'],,,,,
490,['comprei'],lisboa,lisboa,['81-100'],['moradia'],['T2'],"[1980, 1985)",portuguesa,['12001-20000'],1,2,['empregado-tempo-inteiro'],['licenciatura'],['satisfeito'],,,,,,NR,200000.0,2009.0,['bom'],"['emprestimo', 'apoio-familiar', 'conjunto']",['12001-20000'],['12001-20000'],,,,
491,['comprei'],lisboa,lisboa,['101-200'],['apartamento'],['T3'],"[1990, 1995)",portuguesa,['35001-50000'],1,2,['empregado-tempo-inteiro'],['mestrado'],['muito-satisfeito'],,,,,,,360000.0,2023.0,['mau'],"['sem-ajuda', 'apoio-familiar', 'conjunto']",['35001-50000'],['50001-80000'],,,,
